940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447
910GHTCHEND;Hatch End Rail Station;51.609416;-0.368604
940GZZLUTMH;Tottenham Hale Underground Station;51.588115;-0.060234
940GZZLUSWF;South Woodford Underground Station;51.591913;0.027347
940GZZDLDEP;Deptford Bridge DLR Station;51.474218;-0.022431
940GZZLUWIG;Willesden Green Underground Station;51.549151;-0.221535
910GHMPSTDH;Hampstead Heath Rail Station;51.555216;-0.165702
910GKNTSHTW;Kentish Town West Rail Station;51.546553;-0.146651
940GZZLUHR5;Heathrow Terminal 5 Underground Station;51.470056;-0.490552
940GZZLUEBY;Ealing Broadway Underground Station;51.515022;-0.301457
940GZZLUUPY;Upney Underground Station;51.538376;0.101541
910GHARLSDN;Harlesden Rail Station;51.536295;-0.257667
940GZZDLRAL;Royal Albert DLR Station;51.508361;0.045944
910GBHILLPK;Bush Hill Park Rail Station;51.641872;-0.069452
940GZZDLBEC;Beckton DLR Station;51.514366;0.061462
940GZZLUNEN;North Ealing Underground Station;51.51751;-0.288868
940GZZLUSUT;Sudbury Town Underground Station;51.550821;-0.315746
940GZZLUALP;Alperton Underground Station;51.540633;-0.29961
940GZZDLLIM;Limehouse DLR Station;51.512397;-0.039802
940GZZLUHRC;Heathrow Terminals 1-2-3 Underground Station ;51.471239;-0.452256
940GZZLUUPM;Upminster Underground Station;51.559068;0.250897
940GZZDLCUS;Custom House (for ExCel) DLR Station;51.50972;0.026708
910GWLSDJHL;Willesden Junction Rail Station;51.532502;-0.244547
940GZZLUPLW;Plaistow Underground Station;51.531345;0.01746
910GEMRSPKH;Emerson Park Rail Station;51.568648;0.220128
940GZZDLALL;All Saints DLR Station;51.511004;-0.013128
940GZZLUEPY;East Putney Underground Station;51.459208;-0.210998
940GZZDLPDK;Pontoon Dock DLR Station;51.502216;0.032124
940GZZLUQBY;Queensbury Underground Station;51.594196;-0.286219
940GZZLUKPK;Kilburn Park Underground Station;51.534985;-0.194229
940GZZLUPCC;Piccadilly Circus Underground Station;51.510055;-0.133794
910GLEYTNMR;Leyton Midland Road Rail Station;51.569731;-0.008042
940GZZLULYS;Leytonstone Underground Station;51.56833;0.008202
940GZZLULVT;Liverpool Street Underground Station;51.517377;-0.083176
940GZZLURVY;Roding Valley Underground Station;51.617206;0.043657
910GCROUCHH;Crouch Hill Rail Station;51.571308;-0.117144
910GSIVRST;Silver Street Rail Station;51.614696;-0.067233
940GZZLUWHW;West Harrow Underground Station;51.579717;-0.353401
910GBROCKLY;Brockley Rail Station;51.464652;-0.03753
940GZZLUHWE;Hounslow East Underground Station;51.473217;-0.356476
940GZZDLRVC;Royal Victoria DLR Station;51.50934;0.018505
940GZZLUWBN;West Brompton Underground Station;51.487272;-0.195597
910GWATFDHS;Watford High Street Rail Station;51.652655;-0.391714
940GZZLUWSD;Wanstead Underground Station;51.575507;0.028537
940GZZLUNKP;Northwick Park Underground Station;51.578488;-0.318057
910GPCKHMRY;Peckham Rye Rail Station;51.470037;-0.069409
940GZZLUCSM;Chesham Underground Station;51.70521;-0.611241
940GZZLUHR4;Heathrow Terminal 4 Underground Station;51.458527;-0.445762
940GZZLUCKS;Cockfosters Underground Station;51.651519;-0.149167
940GZZLUMMT;Monument Underground Station;51.510705;-0.085964
910GHOXTON;Hoxton Rail Station;51.531517;-0.075676
